,created_at,text,screen_name,location
2165,17-09-2021 18:46,"b'Until now, of the total COVID vaccinations on September 17, 2021, Bihar topped the list with 29,38,889 jabs, Karnat\xe2\x80\xa6 https://t.co/JzywH9vPCw'",b'ChinmayNayan',"b'New Delhi, India'"
2166,17-09-2021 18:45,b'25 Millions .i.e 2.5 Crores which is 250 Thousands covid vaccines administered in a day.\nThats the tweet \xf0\x9f\x92\xaa\xe2\x9c\x8a\xf0\x9f\x91\x8c\xe2\x80\xa6 https://t.co/zdKcehzvXm',b'arunkverma54',"b'Gurgaon, India'"
2167,17-09-2021 18:45,b'2.5Cr #COVID19 Vaccine doses administered a new single day doses administered record created on the birthday of Hon\xe2\x80\xa6 https://t.co/T7Fq0eLWHJ',b'gauaggbjp',"b'New Delhi, India'"
2168,17-09-2021 18:45,b'What about #COVID19 disaster in the U.S? Not writing anything you or anyone on the continuous deaths there!\n\nPls sp\xe2\x80\xa6 https://t.co/PvPQZ0Dn99',b'DebashishHiTs',b'India'
2169,17-09-2021 18:44,"b'Until now, of the total COVID vaccinations on September 17, 2021, Bihar topped the list with 29,38,889 jabs, Karnat\xe2\x80\xa6 https://t.co/NCKrjYePAY'",b'PratushSayan',"b'New Delhi, India'"
2170,17-09-2021 18:43,"b'It\xe2\x80\x99s finally #2.5Crores! Kudos to the Central, State Govts, Doctors, HCWs, #CoWIN, FLWs, administrators &amp; the publi\xe2\x80\xa6 https://t.co/ZdEq3GW8aS'",b'GopiSpeaks',"b'Mumbai, INDIA.'"
2171,17-09-2021 18:41,"b'This is how one should celebrate her/his birthday\xf0\x9f\x99\x8f\xf0\x9f\x91\x8d\n\nNew single day vaccination record: 2, 50, 10, 390\n\nCongratulat\xe2\x80\xa6 https://t.co/MwBldBXGO3'",b'Vikrantt08',b'France / India'
2172,17-09-2021 18:40,"b'So 2.5 crores, it is, finally! A world record in its truest sense! Heartiest congratulations to all the heath-worke\xe2\x80\xa6 https://t.co/7jQ17V2rV8'",b'sayan_dey',"b'Kolkata, India'"
2173,17-09-2021 18:37,b'#25MILLION DOSES ADMINISTERED IN A SINGLE DAY.\nCongratulations to every single contributor for making it possible.\xe2\x80\xa6 https://t.co/VelSI8rI8I',b'Piyushkshahi',"b'New Delhi, India'"
2175,17-09-2021 18:35,"b""#LargestVaccineDrive\n\nIt's a new benchmark set by Prime Minister @narendramodi ji government 2.50 crore vaccination\xe2\x80\xa6 https://t.co/HQReLLJFUn""",b'Vinoth__M',"b'Chennai, India'"
2176,17-09-2021 18:35,b'#US is recording 1.55 lakh cases of COVID &amp; 3.5k deaths from #COVID19 . \nThe weekly average is 1.5 lakh cases and 2\xe2\x80\xa6 https://t.co/Ewng1SkFwx',b'devasissarangi',b'India'
2177,17-09-2021 18:34,"b""Crossed the 2.5 crore doses mark for the day at 11:58 PM.\nWhat a feat to achieve on @narendramodi's birthday.\nSimpl\xe2\x80\xa6 https://t.co/auzYyAa00D""",b'jha_tejas26',b'India'
2178,17-09-2021 18:34,"b'@indiantweeter 2,00,07,050 final numbers of #COVID19 Vaccination.\n#VaccinationDrive\n#CoWIN \nThankyou to all the hea\xe2\x80\xa6 https://t.co/2H5JIrDJt2'",b'imhimu16',"b'Patna, India'"
2179,17-09-2021 18:33,b'Genocide using bio warfare weapon #Covid19 and its injections was not enough https://t.co/dJFi1vkd66. Now these gen\xe2\x80\xa6 https://t.co/F8c7eJyHJU',b'_OfficialECI',"b'New Delhi, India'"
2180,17-09-2021 18:32,b'So we did cross 2.5 crore #vaccinations today!!\n\n#COVID19 #VaccinationDrive',b'DrAmbrishMithal',"b'New Delhi, India'"
2181,17-09-2021 18:32,b'India gave 2 cr 50 lakh vaccines today. #COVID19 https://t.co/FsH9CcVcKW',b'sahiljoshii',"b'Mumbai, India'"
2182,17-09-2021 18:32,"b'Covfefe makes sense now. Maybe it was one of initial names given to COVID, he was trying to warn us. #Covfefe #COVID19'",b'theanandr',"b'Gurgaon, India'"
2183,17-09-2021 18:31,"b""#COVID19 | FDA granted emergency use of Eli Lilly's drug for adults and children older than 12 who may have an infe\xe2\x80\xa6 https://t.co/i8mW0OLJKX""",b'Outlookindia',"b'New Delhi, India'"
2184,17-09-2021 18:30,b'2.5 crore doses a day great achivement milestone a world record congrats to team india #covid19 #vaccination\xe2\x80\xa6 https://t.co/gBjmjnQ75n',b'nareshdixit82',"b'Bengaluru South, India'"
2185,17-09-2021 18:28,b'#COVID19 | India has administered over 2.46 crore vaccinations today.\n\n(Data source: CoWIN) https://t.co/5tPWa90EDn',b'Tithi_Mishra',"b'Delhi NCR, JH, WB, India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3'"
2186,17-09-2021 18:26,b'4 mins for vaccination to close for the day and ita 2.48 cr and counting #COVID19 #COVIDVaccination',b'nidhi_sharma',"b'New Delhi, India'"
2187,17-09-2021 18:26,b'Did not want to seem a sycophant so saved it for the last.\n\nA big happy birthday to the best Santa the Govt. of Ind\xe2\x80\xa6 https://t.co/ObOzil93PT',b'parshu_rama',"b'New Delhi, India'"
2188,17-09-2021 18:26,b'@narendramodi Are you there in this fight against #COVID19 ?\n\n@RahulGandhi',b'SanjayBana2345',b'India'
2189,17-09-2021 18:22,b'Thanks to everyone who is part of this #VaccinationDrive.\nOur health workers have really worked hard and the backbo\xe2\x80\xa6 https://t.co/TcGrChG0zu',b'Lakshay_Taneja0',b'India'
2190,17-09-2021 18:22,b'This is massive!!! More than 2.45 crore doses of vaccine has been administered today and the number is still increa\xe2\x80\xa6 https://t.co/wjxmYPN1uL',b'AroraGonika',"b'New Delhi, India'"
2191,17-09-2021 18:18,"b'Along with the #WorldsLargestVaccinationDrive, India is now a proud title-holder of the country with the\xe2\x80\xa6 https://t.co/twQuhCuSlm'",b'kishan_bhalani',"b'Rajkot, India'"
2192,17-09-2021 18:17,b'Attended vaccination of special children arranged by @anildgoplanibjp ji Rahul Sharma bhai Kapeesh Khatuwala ji  an\xe2\x80\xa6 https://t.co/019CdVdoS6',b'iamriturathi',"b'Gujarat, India'"
2193,17-09-2021 18:17,"b""Mausoleum of Qinshihuang, known for the famous #TerracottaArmy in #China's #Shaanxi province, reopened on Friday af\xe2\x80\xa6 https://t.co/H0R1mKBwfr""",b'BengalNewzWorld',"b'Kolkata, West Bengal, India'"
2194,17-09-2021 18:12,"b'Stay tuned for news on an important speaker @WabashCollege, but you can still check out our recent #COVID19 webinar\xe2\x80\xa6 https://t.co/2XM48IVDy8'",b'WabashGH',"b'Wabash College, Indiana'"
2195,17-09-2021 18:12,"b'Joe Root\xe2\x80\x99s Grandfather Slams The Hundred, Compares it to COVID-19\n\n#JoeRoot #TheHundred #COVID19 \nhttps://t.co/zSQu07dT97'",b'indiacom',b'India'
2196,17-09-2021 18:10,b'2.4389 cr vaccinated in a single day and counting #vaccinated #CoWIN #COVID19 #IndiaFightsCorona',b'Sk15947934',"b'Bengaluru, India'"
2197,17-09-2021 18:10,b'I\xe2\x80\x99m finally double vaccinated \xe2\x9d\xa4\xef\xb8\x8f\n\n #vaccinated #coronavirus #covid19 #covid19vaccine #freedom #healthylifestyle\xe2\x80\xa6 https://t.co/MjRmlE6SfF',b'kanodia_pooja',b'India '
2198,17-09-2021 18:10,b'India sets record of over 2 crore vaccinations in a day \n\n#COVID19 \n\nhttps://t.co/XhRYtPNfiJ',b'thenglishpost',b'India'
2199,17-09-2021 18:10,b'Fight Corona VR https://t.co/nph73vjjIM Available 4. \n#ue4 #UnrealEngine #indiedev #gamer #IndieGameDev #indiegames\xe2\x80\xa6 https://t.co/aOwKTDtcoy',b'bakshiharsh55',b'India'
2200,17-09-2021 18:07,b'Look at the Milestone \n\nWhat we achieve in one day \n#Congratulationsindia \n\n#COVID19 #COVID19Vaccination #CoWIN\xe2\x80\xa6 https://t.co/S3kHaN67ht',b'imHarinarayan1',b'India'
2201,17-09-2021 18:06,b'Suspension of quarantine-free travel (QFT) between #NewZealand and #Australia has been extended for another eight w\xe2\x80\xa6 https://t.co/GEVXauJRaD',b'BengalNewzWorld',"b'Kolkata, West Bengal, India'"
2202,17-09-2021 18:06,b'#VaccinationDrive #COVID19\n #India #vaccination #PMOIndia\n#BirthdayCelebration \nYet another fantastic day in our fi\xe2\x80\xa6 https://t.co/3qgptejZ9d',b'ktbhudev1999',"b'surat,india'"
2203,17-09-2021 18:02,b'A true gift given by citizens of India on eve of #BirthdayCelebration  of @narendramodi doing #2crore #COVID19\xe2\x80\xa6 https://t.co/iFQrtOBlhE',b'MandarNaik999',"b'Panaji, India'"
2204,17-09-2021 17:59,"b""#COVID19 vaccine doses in a day,  \n\nOn the eve of Hon'ble Sh @narendramodi ji\xe2\x80\x99s birthday. \n\n  2 crore 30 lakh doses\xe2\x80\xa6 https://t.co/WJf2JRIdty""",b'mnSureshbjp',"b'Chennai, Tamilnadu, India'"
2205,17-09-2021 17:59,"b'A historic HIGH on a historic DAY !! \n\nOn PM Shri @narendramodi\xe2\x80\x99s birthday, #India administers over 2.25 crore (22.\xe2\x80\xa6 https://t.co/3fPR9w4s4R'",b'TheIndoreRocks',"b'Indore, India'"
2206,17-09-2021 17:56,"b'#GERD, diarrhea and #colorectalcancer are examples of #gastrointestinaldiseases. \n\n#Sandozihealth #gastrohealthcare\xe2\x80\xa6 https://t.co/N8M6FhYYOo'",b'HealthSandozi',"b'Hyderabad, India'"
2207,17-09-2021 17:55,b'Malshini Senaratne writes on how the #Seychelles has taken proactive legislative steps to ensure that the #pandemic\xe2\x80\xa6 https://t.co/PjfKVFEGqu',b'orfonline',b'India'
2208,17-09-2021 17:53,b'Congratulations \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 &amp; @MoHFW_INDIA for this milestone of administering over 22 million #COVID19 vaccines today.\n\nFan\xe2\x80\xa6 https://t.co/hqZBcX7Dkp',b'shokonoda',"b'Delhi, India'"
2209,17-09-2021 17:53,"b""So DUCTER shama of KERALA's UDF, why is ur LEFT,SDPI WELFARE party backed MP,RAHUL GANDHI NOT asking QUESTIONS of P\xe2\x80\xa6 https://t.co/ICJ3x7CWNB""",b'Jayaa03',"b'EU,ME,India,US'"
2210,17-09-2021 17:51,b'#COVID19 | Strategic Advisory Group of Experts on Immunization (SAGE) to meet at World Health Organization (@WHO) o\xe2\x80\xa6 https://t.co/JVHrenwxbl',b'NewsMobileIndia',b'India'
2211,17-09-2021 17:51,"b'#COVID19 third wave won\xe2\x80\x99t be as devastating as second if there is no new variant, says top virologist Gagandeep Kan\xe2\x80\xa6 https://t.co/BlOMeyZIMc'",b'ZeeNewsEnglish',b'India'
2212,17-09-2021 17:51,b'Out Now !! https://t.co/BzqYmFd9Hc #CricketTwitter #IPL2021 #PakvsNz #COVID19',b'yugaash',"b'\xf0\x9f\x93\x8d Chennai, India'"
2213,17-09-2021 17:50,b'#wash your #hands with #soap and #water or #sanitizers\n\n#StaySafe #StayHealthy \n\nAlways wear #Masks &amp; use #sanitize\xe2\x80\xa6 https://t.co/dy1aSat4S9',b'omprakash678',b'INDIA'
2214,17-09-2021 17:50,b'The use of a blended-learning model and adjustment of holiday schedules were important steps undertaken by the\xe2\x80\xa6 https://t.co/soQbkZw4uZ',b'orfonline',b'India'
2215,17-09-2021 17:49,b'2 of2 the likes of FT and NYT can hop &amp; find another story to denigrate India fT ran columns by pathetic wannabe jo\xe2\x80\xa6 https://t.co/VvRrMcrJ2s',b'bhullabold',b'India'
2216,17-09-2021 17:49,"b'No ""DOCTOR"" shamma ,number of cases DO NOT go uo if u TEST more,it only SHOWS COVID is so RAMPANT in  KERALA,that t\xe2\x80\xa6 https://t.co/wzFcJiTdRo'",b'Jayaa03',"b'EU,ME,India,US'"
2217,17-09-2021 17:48,b'#Covid19: More than half of the individuals seeking life-saving monoclonal antibody treatment are \xe2\x80\x9cfully vaccinated\xe2\x80\xa6 https://t.co/mVwhVKX2aU',b'_OfficialECI',"b'New Delhi, India'"
2218,17-09-2021 17:47,b'#COVID19 #VaccinationDrive India records more than 23 million vaccine jabs in a single day! Meanwhile #USA still di\xe2\x80\xa6 https://t.co/UfMF3g1rbr',b'gamehhhover',b'India'
2219,17-09-2021 17:47,"b""My father Dr. Pradip A. Doshi's interview on Doordarshan on homoeopathy, covid &amp; vaccine.\n\nhttps://t.co/rCvNOo9IfH\xe2\x80\xa6 https://t.co/gHnY9a6H5k""",b'RajeshwariDoshi',"b'Ahmedabad, India'"
2220,17-09-2021 17:47,"b'Along with the #WorldsLargestVaccinationDrive, India is now a proud title-holder of the country with the\xe2\x80\xa6 https://t.co/EXwMYguW3m'",b'Ruchikabose0102',"b'Chattisgarh , India'"
2221,17-09-2021 17:46,"b'Does our country have vaccines for 2 crore doses to be administered on Sept 18, 2021? #COVID19 #vaccination #Corona\xe2\x80\xa6 https://t.co/NwZkceoejP'",b'Essarzed',"b'New Delhi, India'"
2222,17-09-2021 17:45,b'India Celebrates NaMo\xe2\x80\x99s Birthday With 2 Crore Vaccine Doses Today\n\n@PMOIndia @narendramodi @MoHFW_INDIA \n\n#COVID19\xe2\x80\xa6 https://t.co/oVJ695uko7',b'NewsMobileIndia',b'India'
2223,17-09-2021 17:45,"b'.@pengovsky - The #Slovenian authorities chose to close #schools, during the #pandemic, over most businesses simply\xe2\x80\xa6 https://t.co/A0gEy72trA'",b'orfonline',b'India'
2224,17-09-2021 17:43,b'Well Done India..\xf0\x9f\x92\xaf\xf0\x9f\x94\xa5\n#VaccinationDrive #IndiaFightsCorona #COVID19 https://t.co/wsKvLF8OkZ',b'ChiragKabra24',b'India'
2225,17-09-2021 17:43,b'India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 has administered almost 800 Million #COVID19 vaccine doses without a single dose ( yes w/o a single dose)\xe2\x80\xa6 https://t.co/VZzg5CI6W7',b'sunandnr',b'India '
2226,17-09-2021 17:42,b'Two crore plus doses administered today! \n\nCongratulations \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 for achieving this tremendous milestone\xe2\x80\xa6 https://t.co/CpKJIhj6I3',b'UNinIndia',"b'New Delhi, India'"
2227,17-09-2021 17:40,"b'#Mizoram | The think tank of Indian Government, National Institution for Transforming India (NITI)-Aayog informed t\xe2\x80\xa6 https://t.co/aIb8K8Erus'",b'NortheastToday',"b'Guwahati / Tawang, India'"
2228,17-09-2021 17:38,b'#Covid19: @UN Has Totally Failed To Address And Check #GeoEngineering And #WeatherModification Activities For Decad\xe2\x80\xa6 https://t.co/0vsMRPCZ6R',b'_financiallaws',"b'New Delhi, India'"
2229,17-09-2021 17:37,b'#Covid19: Shouting Slogans Of #ClimateChange Is Naive As Real Culprits Are Criminal Uses Of #GeoEngineering And\xe2\x80\xa6 https://t.co/soMmU7GP6l',b'_financiallaws',"b'New Delhi, India'"
2230,17-09-2021 17:37,b'What a day for the Indians to vaccinate the masses! Biggest #VaccinationDrive.\n\nMore than 2.31 cr doses administere\xe2\x80\xa6 https://t.co/thFUkPIywu',b'aboyobbhuyan',"b'Guwahati, India'"
2231,17-09-2021 17:33,b'@TimesNow @GauravGogoiAsm Now you know why #Congress has been kicked out of power. It will be a repeat performance\xe2\x80\xa6 https://t.co/VmoAOERp4p',b'rupamsarkar',"b'Bangalore, INDIA'"
2232,17-09-2021 17:32,b'#Covid19: Any Talk About #ClimateChange Is A Political Rhetoric And Lie To Fool People Unless Measures To Curb\xe2\x80\xa6 https://t.co/jnyQPT2Eqa',b'_financiallaws',"b'New Delhi, India'"
2233,17-09-2021 17:26,b'Great piece on how #COVID19 is a pretty big coordination problem for us all \n#GetVaccinated https://t.co/XX6MmyT2gd',b'hansika_kapoor',"b'Mumbai, India'"
2234,17-09-2021 17:24,b'What a mercantile propaganda! @pfizer can you please teach it? Make a college to teach pupils how to snatch away li\xe2\x80\xa6 https://t.co/7laidGm9gW',b'SangkritiMajum1',b'India'
2235,17-09-2021 17:23,"b""As schools are closed in West Bengal because of the pandemic for one-year-and-a-half, a teacher in West Bengal's Pa\xe2\x80\xa6 https://t.co/3gcPMktKfV""",b'ttindia',"b'Kolkata, India'"
2236,17-09-2021 17:22,b'#FLASH | Strategic Advisory Group of Experts on Immunization (SAGE)  to take \xe2\x80\x98possible final call\xe2\x80\x99 on approval of\xe2\x80\xa6 https://t.co/piYZk86iGR',b'tawqeerhussain',"b'New Delhi, India'"
2237,17-09-2021 17:22,b'NEW: @CDCMMWR under the supervision of @CDCgov directed by @CDCDirector shows killer shots will snatch away your pr\xe2\x80\xa6 https://t.co/RC0zNCiflD',b'SangkritiMajum1',b'India'
2238,17-09-2021 17:21,b'Going back to this article written in May 2021 by @andymukherjee70 and seeing where India stands today on its vacci\xe2\x80\xa6 https://t.co/t4UjBz1e3c',b'sarkaraniruddha',b'India'
2239,17-09-2021 17:21,b'17th Sep Summary #Bengaluru #COVID19 as per @BBMPCOMM\n\nTests \xe2\xac\x87\xef\xb8\x8f to 53K\xf0\x9f\x98\x94\nDaily Positive \xe2\xac\x86\xef\xb8\x8f to 310\xf0\x9f\x98\x94\nDeaths \xe2\xac\x86\xef\xb8\x8f to 6\xf0\x9f\x98\x94\nP\xe2\x80\xa6 https://t.co/Drhpf2q85V',b'sandeepohri',"b'Bengaluru, India'"
2240,17-09-2021 17:20,b'22 million have been administered #COVID19 vaccine \xf0\x9f\x92\x89 in India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 today. The number is still increasing.\nCongratulat\xe2\x80\xa6 https://t.co/8oQfyn5hKY',b'abhisheksinghDP',b'India'
2241,17-09-2021 17:20,b'#Karnataka topped the #COVID19 vaccination drive in India on Friday by administering 26.92 lakh doses till 9 PM.\xe2\x80\xa6 https://t.co/xOBgfemDJv',b'dt_next',"b'Chennai, India'"
2242,17-09-2021 17:19,"b'UK eases rules for vaccinated travellers, some benefit for India-UK route\n\n#COVID19\nhttps://t.co/JpcFRSgRj7'",b'ZeeNewsEnglish',b'India'
2243,17-09-2021 17:19,b'Sagarmediainc \n\nIndia has administered historic 2.25 crore #COVID19 vaccine doses until now - and we are still coun\xe2\x80\xa6 https://t.co/oVGsAdJhnP',b'Nksagar',b'New Delhi: India'
2244,17-09-2021 17:18,b'More than 2 crore inoculated in a day. Wow.... What a pace !!! \nGreat achievement.\n#LargestVaccinationDrive\xe2\x80\xa6 https://t.co/KjgHCSFIPg',b'acharyasujit',"b'Jagatsinghpur, Odisha, India'"
2245,17-09-2021 17:17,b'I will be so very grateful if people can take a look at this article and provide feedbacks on the same. Will be loo\xe2\x80\xa6 https://t.co/SRcyeYepkv',b'ArjomaM',"b'New Delhi,India '"
2246,17-09-2021 17:17,"b'What are the odds that #SNL\xe2\x80\x99s cold open, #WeekendUpdate or general #comedy skits will include a #NickiMinaj referen\xe2\x80\xa6 https://t.co/JLW5gCeYq1'",b'PCS_CLUB',b'Chicagoland / NW Indiana'
2247,17-09-2021 17:15,b'.@PatrycjaPendra - #Children living in conflict zones face a double threat: The #COVID19 #pandemic and simultaneous\xe2\x80\xa6 https://t.co/Xj7N2mJGCX',b'orfonline',b'India'
2248,17-09-2021 17:13,b'Happy birthday to the Greatest Prime Minister of India @narendramodi Sir.\nYou are the inspiration for million of pe\xe2\x80\xa6 https://t.co/DRJ48pfcAs',b'ShailendraAk',b'india'
2249,17-09-2021 17:12,b'2.25 crore #Covid19 vaccine doses and counting..\nhttps://t.co/Ppo5VoLdpL',b'Stuti8220',b'India'
2250,17-09-2021 17:10,"b'Beating the Retreat Ceremony again resumed from @BSF_India side at #Attari, which was suspended since 07th Mar\xe2\x80\x99 202\xe2\x80\xa6 https://t.co/Q3mdSCN5mg'",b'shivanipost',"b'New Delhi, India'"
2251,17-09-2021 17:09,"b'86.64% Locals In #Mumbai Have #COVID19 Antibodies, Reveals Fifth Sero-Survey #bmc https://t.co/NShDZLJgu1'",b'MumbaiLiveNews',"b'Mumbai, India'"
2252,17-09-2021 17:07,b'There will not be a third wave of #COVID19 that India witnessed during the second wave unless there is a new varian\xe2\x80\xa6 https://t.co/istOz99Too',b'dt_next',"b'Chennai, India'"
2253,17-09-2021 17:06,"b""I rise with the people of Odisha to thank our Hon'ble @CMO_Odisha Shri @Naveen_Odisha Ji for reaching this mileston\xe2\x80\xa6 https://t.co/I639txpEii""",b'rajaaswain',"b'Cuttack, Odisha,India'"
2254,17-09-2021 17:06,b'WHO says clinical trials are underway to evaluate eight nasal spray vaccines that target #Covid19.\n\n https://t.co/h0Q6FMbwq4',b'DeccanHerald',b'India'
2255,17-09-2021 17:05,b'What an achievement! #2crore plus vaccinations on a single day! This is the nation\xe2\x80\x99s gift to Hon\xe2\x80\x99ble PM\xe2\x80\xa6 https://t.co/gmaQc9DXbP',b'apjithender',"b'Hyderabad, India'"
2256,17-09-2021 17:04,b'Pincode: 560003\nCOVISHIELD - Dose 2: 30 slots\n\nAge: 18 and above  (All Ages)\nDate: 18 Sep 2021\nFees: \xe2\x82\xb9780\nMANIPAL N\xe2\x80\xa6 https://t.co/dIbzsxtooQ',b'cowinblore1844',"b'Bengaluru, India'"
2257,17-09-2021 17:04,b'Pincode: 560003\nCOVISHIELD - Dose 1: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 18 Sep 2021\nFees: \xe2\x82\xb9780\nMANIPAL N\xe2\x80\xa6 https://t.co/FxFYm0S4ZG',b'cowinblore1844',"b'Bengaluru, India'"
2258,17-09-2021 17:04,b'Pincode: 560003\nCOVAXIN - Dose 2: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 18 Sep 2021\nFees: \xe2\x82\xb91410\nMANIPAL NOR\xe2\x80\xa6 https://t.co/5OcMClHGJD',b'cowinblore1844',"b'Bengaluru, India'"
2259,17-09-2021 17:04,"b'Assam Administers Over 6 Lakh COVID19 Vaccinations In A Day \n\n""...today\xe2\x80\x99s MegaVaccinationDrive has taken the vaccin\xe2\x80\xa6 https://t.co/IoxqyMewJj'",b'LalitAgarwalla_',"b'Assam, India'"
2260,17-09-2021 17:02,b'FHS(Female Health Supervisor) MPHS(Multi Purpose Health Supervisor) \n\nToday we as nation administers more than 2.28\xe2\x80\xa6 https://t.co/I8kAPFVN8L',b'mavar_alpesh18',b'India '
2261,17-09-2021 16:59,"b'Today, 2.2 crore! Thanks to the #unsungheroes \xe2\x80\x94 Aasha workers, healthcare professionals \xe2\x80\x94 and all the citizens comi\xe2\x80\xa6 https://t.co/YVfhnxbW7m'",b'vevck',b'India'
2262,17-09-2021 16:56,"b'Along with the #WorldsLargestVaccinationDrive, India is now a proud title-holder of the country with the\xe2\x80\xa6 https://t.co/qRdWQId0ij'",b'OfficeOf_MM',"b'New Delhi, India'"
2263,17-09-2021 16:54,b'@ShekharGupta @manasi87 This what scientifically dressed misinformation looks like.\nHas anyone questioned why 2nd w\xe2\x80\xa6 https://t.co/gfnghOSebn',b'Mayank_P_Grover',b'Deccans of India '
2264,17-09-2021 16:52,b'at last i have a document to show that i am vaccinated (not partly) against #COVID19.... \nThank you #CoWin https://t.co/P55bUsxGzK',b'abhijit07121976',"b'Kolkata, India'"
2265,17-09-2021 16:52,b'#COVID19 | India has administered over 2.25 crore daily vaccinations till 9.30 pm today.\n\n(Data source: CoWIN) https://t.co/fwatq7auxF',b'Indsamachar',b'India'
2266,17-09-2021 16:51,"b""#singaporegp 's health ministry reported 935 new #COVID19  cases on Friday, the highest since April last year. https://t.co/ausKN7md1W""",b'dhasgk',"b'Chennai ,India'"
2267,17-09-2021 16:51,"b'Amid escalating #COVID19 situation, #Mizoram health minister holds crucial meet with municipal body councillors.\xe2\x80\xa6 https://t.co/FJ00dwzSZN'",b'NELiveTV',"b'Guwahati, India'"
2268,17-09-2021 16:50,b'#COVID19 | India has administered over 2.25 cr daily vaccinations till 9.30 pm today: #CoWin \n\n@MoHFW_INDIA\xe2\x80\xa6 https://t.co/Ua2bGc8bYr',b'ETNOWlive',b'India'
2269,17-09-2021 16:49,b'#SevaSamarpan\n#LargestVaccineDrive with over 2.25Cr #COVID19 vaccine doses administered today with as many as 17 La\xe2\x80\xa6 https://t.co/V5hTvrC1AU',b'gauaggbjp',"b'New Delhi, India'"
2270,17-09-2021 16:48,b'... which is not mine. Now tell me how do I download my #certificate? And how do I #travel by #trains.\xe2\x80\xa6 https://t.co/CtU1xPLyBz',b'RRealiene',"b'New Delhi, India'"
2271,17-09-2021 16:48,"b'...somewhere by train, and we are not able to download our #CoronaVaccine certificate. Today, when I went to the\xe2\x80\xa6 https://t.co/yY2iTlfwmh'",b'RRealiene',"b'New Delhi, India'"
2272,17-09-2021 16:48,b'@CovidIndiaSeva @BiharHealthDept @SHSBihar @MoHFW_INDIA What is the arrangement of your people regarding the\xe2\x80\xa6 https://t.co/iEICdfYl8Z',b'RRealiene',"b'New Delhi, India'"
2273,17-09-2021 16:48,b'@manukumarjain Congratulations \xf0\x9f\x8e\x89\n\n#IndiaFightsCovid19 #Covid19 #Vaccine #VaccinationDrive',b'ignousam',"b'New Delhi, India'"
2274,17-09-2021 16:47,b'17-Sep: #Uttarakhand #COVID19 update https://t.co/eF3cMBQuGE',b'outbreak_india',b'Malaysia | India'
2275,17-09-2021 16:46,b'#AssamCovidUpdate \n\nMedia Bulletin on #Covid19 #Assam and actions taken as on 17/09/2021. https://t.co/pgBP1JP628',b'klalit82',"b'Guwahati, India'"
2276,17-09-2021 16:46,b'#AssamCovidUpdate \n\nMedia Bulletin on #Covid19 #Assam and actions taken as on 17/09/2021. https://t.co/AVqp8iZEdq',b'klalit82',"b'Guwahati, India'"
2277,17-09-2021 16:45,"b'#hyderabad #surgery\n\nRekha\n1 unit AB+ve #blood NEEDED\nMedicover Hospital, Hitechcity\n9704623960\n@swachhhyd\xe2\x80\xa6 https://t.co/l9IeVghYUj'",b'hbdsofficial',"b'Hyderabad, India'"
2278,17-09-2021 16:45,b'#NATION| The Union Ministry has also maintained that India will get about 20 crore doses of Covishield and 3.5 cror\xe2\x80\xa6 https://t.co/8G8vgcY8RB',b'TezpurBuzz',"b'Tezpur, India'"
2279,17-09-2021 16:44,"b'#Covid19 updates: #Chhattisgarh reported 26 fresh cases on Friday. Active cases now-346. One death recorded today,\xe2\x80\xa6 https://t.co/nE91HH03YJ'",b'KaiserEjaz',"b'Raipur, India'"
2280,17-09-2021 16:41,"b""PIB's Bulletin on #COVID19\n\n34,403 new cases in the last 24 hours\n\nActive cases account for 1.02% of total cases\n\nI\xe2\x80\xa6 https://t.co/vQ9cMUZTpN""",b'PIBChandigarh',"b'Chandigarh, India'"
2281,17-09-2021 16:41,b'Authorities controlling slots at major #Asian #airports are ready to slap similar \xe2\x80\x98use it or lose it\xe2\x80\x99 conditions on\xe2\x80\xa6 https://t.co/Fo9mGdo98S',b'TheNachiket',"b'Mumbai, India'"
2282,17-09-2021 16:41,"b'#Covid19: Sham Covid-19 virus, PCR test, #VaccineMadness and #VaccineDeaths have been sufficiently exposed by us an\xe2\x80\xa6 https://t.co/sLmXw7V78r'",b'CongressOrBJP',"b'New Delhi, India'"
2283,17-09-2021 16:41,b'#COVID19 ; No Growing Back\xc2\xa0#Greener \n@UNEP @UN @antonioguterres\nhttps://t.co/CaelyFEznY',b'indianflashnews',b'india '
2284,17-09-2021 16:39,b'Pincode: 560102\nCOVISHIELD - Dose 2: 150 slots\n\nAge: 18 and above  (All Ages)\nDate: 18 Sep 2021\nFees: \xe2\x82\xb9780\nGREENVIE\xe2\x80\xa6 https://t.co/lUUvcIdcQi',b'cowinblore1844',"b'Bengaluru, India'"
2285,17-09-2021 16:39,b'Pincode: 560102\nCOVISHIELD - Dose 1: 50 slots\n\nAge: 18 and above  (All Ages)\nDate: 18 Sep 2021\nFees: \xe2\x82\xb9780\nGREENVIEW\xe2\x80\xa6 https://t.co/GcPGCzEHvd',b'cowinblore1844',"b'Bengaluru, India'"
