,text,polarity,sentiment
2160,now total covid vaccinations september bihar topped list jabs karnat,0.0,neutral
2161,india set bar high millionvaccinations single day perfect gift jaihind,0.3628571428571428,positive
2162,congratulations entire medical fraternity scientists team india actively involved,-0.044444444444444446,negative
2163,f e congratulations f e f e f india nworld record doctors amp heath workers thank soo much f f f f c vaccinationdrive,0.2,positive
2164,now total covid vaccinations september bihar topped list jabs karnat,0.0,neutral
2165,millions e crores thousands covid vaccines administered day nthats tweet f c f c,0.0,neutral
2166,cr covid vaccine doses administered new single day doses administered record created birthday hon,0.032467532467532464,positive
2167,covid disaster u s writing anything anyone continuous deaths n npls sp,0.0,neutral
2168,now total covid vaccinations september bihar topped list jabs karnat,0.0,neutral
2169,s finally crores kudos central state govts doctors hcws cowin flws administrators amp publi,0.0,neutral
2170,one celebrate birthday f f f d n nnew single day vaccination record n ncongratulat,-0.07142857142857142,negative
2171,crores finally world record truest sense heartiest congratulations heath worke,0.0,neutral
2172,million doses administered single day ncongratulations every single contributor making possible,-0.047619047619047616,negative
2173,largestvaccinedrive n nit s new benchmark set prime minister ji government crore vaccination,0.13636363636363635,positive
2174,us recording lakh cases covid amp deaths covid nthe weekly average lakh cases,-0.15,negative
2175,crossed crore doses mark day pm nwhat feat achieve s birthday nsimpl,0.0,neutral
2176,final numbers covid vaccination n vaccinationdrive n cowin nthankyou hea,0.0,neutral
2177,genocide using bio warfare weapon covid injections enough now gen,0.0,neutral
2178,cross crore vaccinations today n n covid vaccinationdrive,0.0,neutral
2179,india gave cr lakh vaccines today covid,0.0,neutral
2180,covfefe makes sense now maybe one initial names given covid trying warn us covfefe covid,0.0,neutral
2181,covid fda granted emergency use eli lilly s drug adults children older may infe,0.16666666666666666,positive
2182,crore doses day great achivement milestone world record congrats team india covid vaccination,0.8,positive
2183,covid india administered crore vaccinations today n n data source cowin,0.0,neutral
2184,mins vaccination close day ita cr counting covid covidvaccination,0.0,neutral
2185,want seem sycophant saved last n na big happy birthday best santa govt ind,0.45,positive
2186,fight covid n n,0.0,neutral
2187,thanks everyone part vaccinationdrive nour health workers really worked hard backbo,0.036111111111111115,positive
2188,massive crore doses vaccine administered today number still increa,0.0,neutral
2189,along worldslargestvaccinationdrive india now proud title holder country,0.8,positive
2190,attended vaccination special children arranged ji rahul sharma bhai kapeesh khatuwala ji,0.35714285714285715,positive
2191,mausoleum qinshihuang known famous terracottaarmy china s shaan province reopened friday af,0.5,positive
2192,stay tuned news important speaker still check recent covid webinar,0.2,positive
2193,joe root s grandfather slams hundred compares covid n n joeroot thehundred covid,0.0,neutral
2194,cr vaccinated single day counting vaccinated cowin covid indiafightscorona,-0.07142857142857142,negative
2195,m finally double vaccinated d f f n n vaccinated coronavirus covid covid vaccine freedom healthylifestyle,0.0,neutral
2196,india sets record crore vaccinations day n n covid n,0.0,neutral
2197,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
2198,look milestone n nwhat achieve one day n congratulationsindia n n covid covid vaccination cowin,0.0,neutral
2199,suspension quarantine free travel qft newzealand australia e ended another eight w,0.4,positive
2200,vaccinationdrive covid n india vaccination pmoindia n birthdaycelebration nyet another fantastic day fi,0.4,positive
2201,true gift given citizens india eve birthdaycelebration crore covid,0.35,positive
2202,covid vaccine doses day n non eve hon ble sh ji s birthday n n crore lakh doses,0.0,neutral
2203,historic high historic day n non pm shri s birthday india administers crore,0.05333333333333334,positive
2204,gerd diarrhea colorectalcancer e mples gastrointestinaldiseases n n sandozihealth gastrohealthcare,0.0,neutral
2205,malshini senaratne writes seychelles taken proactive legislative steps ensure pandemic,0.0,neutral
2206,congratulations f e f amp india milestone administering million covid vaccines today n nfan,0.0,neutral
2207,ducter shama kerala s udf ur left sdpi welfare party backed mp rahul gandhi asking questions p,0.0,neutral
2208,covid strategic advisory group e erts immunization sage meet world health organization o,0.0,neutral
2209,covid third wave won t devastating second new variant says top virologist gagandeep kan,-0.07272727272727272,negative
2210,now crickettwitter ipl pakvsnz covid,0.0,neutral
2211,wash hands soap water sanitizers n n staysafe stayhealthy n nalways wear masks amp use sanitize,0.0,neutral
2212,use blended learning model adjustment holiday schedules important steps undertaken,0.4,positive
2213,likes ft nyt hop amp find another story denigrate india ft ran columns pathetic wannabe jo,-1.0,negative
2214,doctor shamma number cases go uo u test shows covid rampant kerala t,0.0,neutral
2215,covid half individuals seeking life saving monoclonal antibody treatment cfully vaccinated,-0.16666666666666666,negative
2216,covid vaccinationdrive india records million vaccine jabs single day meanwhile usa still di,-0.07142857142857142,negative
2217,father dr pradip doshi s interview doordarshan homoeopathy covid amp vaccine n,0.0,neutral
2218,along worldslargestvaccinationdrive india now proud title holder country,0.8,positive
2219,country vaccines crore doses administered sept covid vaccination corona,0.0,neutral
2220,india celebrates namo s birthday crore vaccine doses today n n india n n covid,0.0,neutral
2221,slovenian authorities chose close schools pandemic businesses simply,0.0,neutral
2222,well done india f f f n vaccinationdrive indiafightscorona covid,0.0,neutral
2223,india f e f administered almost million covid vaccine doses without single dose yes w o single dose,-0.07142857142857142,negative
2224,two crore plus doses administered today n ncongratulations f e f achieving tremendous milestone,0.3333333333333333,positive
2225,mizoram think tank indian government national institution transforming india niti aayog informed t,0.0,neutral
2226,covid totally failed address check geoengineering weathermodification activities decad,-0.5,negative
2227,covid shouting slogans climatechange naive real culprits criminal uses geoengineering,-0.16666666666666666,negative
2228,day indians vaccinate masses biggest vaccinationdrive n nmore cr doses administere,0.0,neutral
2229,now know congress kicked power will repeat performance,0.0,neutral
2230,covid talk climatechange political rhetoric lie fool people unless measures cur,0.0,neutral
2231,great piece covid pretty big coordination problem us n getvaccinated,0.35000000000000003,positive
2232,mercantile propaganda please teach make college teach pupils snatch away li,-0.1,negative
2233,schools closed west bengal pandemic one year half teacher west bengal s pa,-0.13333333333333333,negative
2234,flash strategic advisory group e erts immunization sage take possible final call approval,0.0,neutral
2235,new supervision directed shows killer shots will snatch away pr,0.13636363636363635,positive
2236,going back article written may seeing india stands today vacci,0.0,neutral
2237,th sep summary bengaluru covid per n ntests c f f f ndaily positive c f f f ndeaths c f f f np,0.22727272727272727,positive
2238,million administered covid vaccine f india f e f today number still increasing ncongratulat,0.0,neutral
2239,karnataka topped covid vaccination drive india friday administering lakh doses till pm,0.0,neutral
2240,uk eases rules vaccinated travellers benefit india uk route n n covid,0.0,neutral
2241,sagarmediainc n nindia administered historic crore covid vaccine doses now still coun,0.0,neutral
2242,crore inoculated day wow pace ngreat achievement n largestvaccinationdrive,0.1,positive
2243,will grateful people take look article provide feedbacks will loo,0.0,neutral
2244,odds snl s cold open weekendupdate general comedy skits will include nickiminaj referen,-0.18333333333333332,negative
2245,children living conflict zones face double threat covid pandemic simultaneous,0.0,neutral
2246,happy birthday greatest prime minister india sir nyou inspiration million pe,0.9,positive
2247,crore covid vaccine doses counting,0.0,neutral
2248,beating retreat ceremony resumed india side attari suspended th mar,0.0,neutral
2249,locals mumbai covid antibodies reveals fifth sero survey bmc,0.0,neutral
2250,will third wave covid india witnessed second wave unless new varian,0.04545454545454545,positive
2251,rise people odisha thank hon ble odisha shri odisha ji reaching mileston,0.0,neutral
2252,says clinical trials underway evaluate eight nasal spray vaccines target covid n n,0.0,neutral
2253,achievement crore plus vaccinations single day nation s gift hon ble pm,-0.07142857142857142,negative
2254,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal n,0.0,neutral
2255,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal n,0.0,neutral
2256,pincode ncova n dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
2257,assam administers lakh covid vaccinations day n n today s megavaccinationdrive taken vaccin,0.0,neutral
2258,fhs female health supervisor mphs multi purpose health supervisor n ntoday nation administers,0.0,neutral
2259,today crore thanks unsungheroes aasha workers healthcare professionals citizens comi,0.2,positive
2260,along worldslargestvaccinationdrive india now proud title holder country,0.8,positive
2261,scientifically dressed misinformation looks nhas anyone questioned nd w,0.0,neutral
2262,last document show vaccinated partly covid nthank cowin,0.0,neutral
2263,covid india administered crore daily vaccinations till pm today n n data source cowin,0.0,neutral
2264,singaporegp s health ministry reported new covid cases friday highest april last year,0.06818181818181818,positive
2265,amid escalating covid situation mizoram health minister holds crucial meet municipal body councillors,0.0,neutral
2266,covid india administered cr daily vaccinations till pm today cowin n n india,0.0,neutral
2267,sevasamarpan n largestvaccinedrive cr covid vaccine doses administered today many la,0.5,positive
2268,mine now tell download certificate travel trains,0.0,neutral
2269,somewhere train able download coronavaccine certificate today went,0.5,positive
2270,india arrangement people regarding,0.0,neutral
2271,congratulations f e n n indiafightscovid covid vaccine vaccinationdrive,0.0,neutral
2272,sep uttarakhand covid update,0.0,neutral
2273,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
2274,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
2275,hyderabad surgery n nrekha n unit ve blood needed nmedicover hospital hitechcity n n,0.0,neutral
2276,nation union ministry maintained india will crore doses covishield cror,0.0,neutral
2277,covid updates chhattisgarh reported fresh cases friday active cases now one death recorded today,0.08333333333333333,positive
2278,pi s bulletin covid n n new cases last hours n nactive cases account total cases n ni,0.04545454545454545,positive
2279,authorities controlling slots major asian airports ready slap similar use lose conditions,0.065625,positive
2280,covid sham covid virus pcr test vaccinemadness vaccinedeaths sufficiently e osed us,-0.2,negative
2281,covid growing back greener n,0.0,neutral
2282,pincode ncovishield dose slots n nage ages ndate sep nfees ngreenvie,0.0,neutral
2283,pincode ncovishield dose slots n nage ages ndate sep nfees ngreenview,0.0,neutral
2284,karnataka administers lakh doses covid vaccine sept till pm recording highest si,0.0,neutral
2285,haryanafightscorona administers doses covid vaccine eligible beneficiaries vaccinat,0.0,neutral
2286,crore smiles amp counting f f f congratulations everyone f f n n indiafightscovid covid vaccine vaccinationdrive,0.0,neutral
2287,gst council decides charge food delivery platforms swiggy zomato tax even e ended concessio,0.0,neutral
2288,suniel shetty recently distributed air purifiers fight covid virus will installed var,0.0,neutral
2289,india track hit nearly million vaccinations today one single day took us weeks first,0.09285714285714286,positive
2290,th gst council announces people friendly measures e ends rate concessions covid amp drugs n read,0.375,positive
2291,newsalert india breaks single day covid vaccination record crosses crore pm birthday,-0.07142857142857142,negative
2292,attending megha vaccinationdrive today ak high madrasa vaccination center natun bazar lala hailakandi,0.03,positive
2293,real reason covid security pakvnz crickettwitter cricbuzzlive esports cricket pakistan,0.2,positive
2294,done covid going done covid anytime near future gagand,0.05,positive
2295,s done pm today india inoculated million cr doses covid vaccine single da,-0.07142857142857142,negative
2296,slew decisions gst council friday decided e end applicability concessional rates,0.0,neutral
2297,covid india administered crore daily vaccinations till pm today,0.0,neutral
2298,many families especially lost loved ones covid scratching heads took,0.39999999999999997,positive
2299,f covid india administered crore daily vaccinations till pm today n n data source cowin,0.0,neutral
2300,people ask sanjay jha modifactordecoded shut walk amp never indulge,0.0,neutral
2301,ranks first vaccination birthday honorable pm narendramodi,0.25,positive
2302,india continues achieve yet another milestone fight covid kudos government frontl,0.0,neutral
2303,covid india administered crore daily vaccinations till pm today n n data source cowin,0.0,neutral
2304,ranks first vaccination birthday honorable pm narendramodi,0.25,positive
2305,new guidelines governmentofjharkhand opening schools colleges universities special guidelines,0.24675324675324675,positive
2306,india s crore vaccination drive f n sabkovaccinemuftvaccine n largestvaccinationdrive,0.0,neutral
2307,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
2308,sep tamilnadu covid update n nactive cases f n ntpr c n ncrr cfr,0.0,neutral
2309,maharashtra covid data sept n ncases nnew ntotal ndeaths nnew ntotal n ntests n,0.0,neutral
2310,still reservation using public transport covid era appreciati,0.0,neutral
2311,study uses applewatches uncover physiological effects covid healthcare workers,0.0,neutral
2312,prime minister e resses gratitude every person wished birthday n npm says every ind,0.0,neutral
2313,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2314,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
2315,assam reports new covid cases positivity rate dips n covid assamcovidupdate assam,0.13636363636363635,positive
2316,another milestone fight covid pandemic crore covid vaccines administered single day,-0.07142857142857142,negative
2317,pincode ncova n dose slots n nage ages ndate sep nfees nkoshys hosp,0.0,neutral
2318,japan minister charge covid vaccinations taro kono top choice voters prime minister al,0.5,positive
2319,pincode ncova n dose slots n nage ages ndate sep nfees nkoshys hosp,0.0,neutral
2320,therein lies problem nmedia may hv beamed everything memories re deaths,0.0,neutral
2321,crore within touching distance covid vaccinationdrive,0.5,positive
2322,india administrated record crore covid vaccines single day,-0.07142857142857142,negative
2323,download covid vaccine certificate online n n financialtechie financialtechie covid covid india,0.0,neutral
2324,congratulations everybody involved e raordinary feat f f proud son t,0.8,positive
2325,seems khattar strategy followed religiously n covid freevaccineforall,0.0,neutral
2326,sure whether government will acknowledge april may hearing lot covid case,0.5,positive
2327,crores plus vaccinated salute frontline covid warriors vaccination covid covidvaccine vaccinationdrive twocrores,0.0,neutral
2328,gst council meet finance ministry e ends concessional tax rates covid drugs till december gst l,0.0,neutral
2329,good news possible thirdwave covid,0.35,positive
2330,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayanag,0.0,neutral
2331,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayana,0.0,neutral
2332,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanagar,0.0,neutral
2333,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanaga,0.0,neutral
2334,thank recognition young achiever year social service n n n covid,0.06666666666666667,positive
2335,massive two crore indians vaccinated counting today important achievement fight ag,0.2,positive
2336,covid lockdown rules slightly eased friday australia s new south wales nsw current epicentr,-0.010101010101010102,negative
2337,goa cm pramod sawant come clear discrepancies covid death toll congress legislative p,0.10000000000000002,positive
2338,india achieved worldrecord vaccinating mn people single day great feat achieved pm narendramodi j,0.3642857142857143,positive
2339,ji jana sahe glad part india s f e f world record covid vaccination day worldrecord,0.5,positive
2340,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2341,india vaccinated uk z single day opposition resorting old population agenda,0.01428571428571429,positive
2342,major milestone india s fight covid n,0.0625,positive
2343,pakistan safe foreign investors visitors players nplease avoid visiting pakistan n pakistanisnotsafe,0.1875,positive
2344,massive effort health care workers amp govt officials karnataka today lakh thousand covid vaccin,0.0,neutral
2345,good news per cent mumbaikars covid antibodies says recent sero survey conducted n nanti,0.35,positive
2346,say covid vaccine changes dna n nanecdotal evidence seems suggest lack vacc,0.0,neutral
2347,million doses administered one day still counting n n vaccination covid,0.0,neutral
2348,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
2349,thanks contribution n n cryptoforsocialgood covid,0.2,positive
2350,million covid vaccine doses administered single day n nthat s record f,-0.07142857142857142,negative
2351,concessional gst rates covid related drugs e ended till december says nirmala sitharaman n n gst covid,0.0,neutral
2352,good news per cent mumbaikars covid antibodies says recent sero survey conducted n nanti,0.35,positive
2353,covid update hrs n ntotal samples tested nfresh active cases ntotal patients discharged ndeat,-0.13333333333333333,negative
2354,list vaccination centres slot booking ranchi urban walk centres ranchi rural satu,0.0,neutral
2355,union finance minister nirmalasitharaman friday said applicability concessional gst rates covid,0.0,neutral
2356,india administered crore covid vaccine doses friday setting new record n nthis st time tha,0.13636363636363635,positive
2357,identify new variants coronavirus punja government commenced first state run covid genome sequ,0.19318181818181818,positive
2358,sept new covid cases deaths karnataka n n india sudhakar n n click f,0.13636363636363635,positive
2359,vaccination rate still slow f nover crore vaccines administered today huge f f covid vaccination,0.05000000000000002,positive
2360,life saving drugs connected covid e ensive e mptions bein,0.0,neutral
2361,f watch newsmobile prime time bulletin top news stories day n n snews n n primetime news topnews,0.5,positive
2362,massive two crore indians vaccinated counting today important achievement fight ag,0.2,positive
2363,thousand children infected deadly flu virus westbengal india covid virus,-0.2,negative
2364,army org covid medical patrols far flung areas mandhar distributed covid preventive kit,0.05,positive
2365,continuing instability fundamentalism afghanistan will embolden terrorist e remist ideologies across world,0.0,neutral
2366,india already taken lots deaths gift due corona vaccine shortage bjp modi vaccine now,-0.125,negative
2367,tamilnadu covid update number cases today amp chennai,0.0,neutral
2368,today s gstcouncil meeting decision taken e end reduced gst rates covid medicines,0.0,neutral
2369,biharfightscorona nupdate day n e f f covid ve cases reported far th september n e f f,0.1,positive
2370,d f f d f d f e d c d d d d e d f d d c d c d d d e d d d d c d e d c d d d d d c d d d d d d c d d e d d d d d d d d d d d d d c d e d d d c d d d e d d d e d d d d f f d f d f d d c d c d d d d d d d d d d e d c d d d d n n largestvaccinedrive,0.0,neutral
2371,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2372,finance minister says council cut rates many life saving drugs associated,0.5,positive
2373,states given complete picture position gst compensation given introduction gst,0.1,positive
2374,pincode ncova n dose slots n nage ages ndate sep nfees napollo hos,0.0,neutral
2375,pincode ncova n dose slots n nage ages ndate sep nfees napollo hosp,0.0,neutral
2376,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
2377,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
2378,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
2379,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
2380,harsimran friends tell covid vaccine important especially cha,0.2,positive
2381,tamilnadu covid sep n ntoday total nactive cases ndischarged today total,0.0,neutral
2382,new record f nno government leadership world even think nthe numbers speak th,0.13636363636363635,positive
2383,amp n islands covid update n n new cases contact n n discharged n active cases,0.001515151515151511,positive
2384,india completes crore covid vaccinations pmmodi birthday n pmmodibirthday,0.0,neutral
2385,covid update cuttack city cmc area n n new covid ve cases reported today cuttack city n na,0.13636363636363635,positive
2386,bedsfortn n n covid bed vacancy details chc cdh ccc n n tamilnadu tncoronaupdate,0.0,neutral
2387,happy birthday ji nworld record million vaccine today congratulations india heartiest thanks,0.5,positive
2388,total number covidvaccine doses administered across india crossed crores september n n covid,0.0,neutral
2389,panvel municipal corporation n n th september covid report n nnew cases nrecovered ndeath n ntotal case,0.0,neutral
2390,first charter flight passengers using digitalhealth pass,0.25,positive
2391,need covid vaccines countries t fight pandemic way t,0.0,neutral
2392,toppcell new interactive singlecell portal creates first covid immune signature atlas n nlearn,0.19318181818181818,positive
2393,rascals waiting rd wave let s keep fingers crossed f e nthere may rd wave,0.0,neutral
2394,another covid patients recover odisha n,0.0,neutral
2395,aysetu artificialintelligence driven whatsapp chatbot detect covid s,0.0,neutral
2396,trends engine management system market n nview detail toc,0.0,neutral
2397,entire opposition including going sleepless night today looking massive nu,0.0,neutral
2398,mayurbhanj vaccination morada mayurbhanj procedure vaccination amp following,0.0,neutral
2399,new market trends impacting growth electric vehicle charging station market n nview detail t,0.13636363636363635,positive
2400,crore plus dose today salute healthcare staff working tirelessly another history created,0.0,neutral
2401,social amp religious gatherings may facilitate rapid spread delta virus among still susceptible,0.016666666666666666,positive
2402,trends fluid transfer system market n nview detail toc,0.0,neutral
2403,covid deaths n covid,0.0,neutral
2404,afghanistan t controlled outside will continue support pakistan pm imrankhan scosummit,0.0,neutral
2405,beginning covid pandemic climate related disasters affected lives least cr,-0.15,negative
2406,concessional gst rates drugs related covid e ended gstcouncilmeeting n ncatch upd,0.0,neutral
2407,different training driving simulator types considered driving simulator market n nview detail,0.0,neutral
2408,tamil nadu covid district wise case details n n covid,0.7,positive
2409,union health minister ji cut cake amp celebrated benchmark cr covid vaccines administer,0.35,positive
2410,people vaccinated today fantastic vaccination drive,0.4,positive
2411,trend electric atvs impact market ne years n nview detail toc,0.0,neutral
2412,domestic front deuba s government ensure poor underprivileged nepal inoculated,-0.2,negative
2413,growth opportunities latent adjacency automotive ambient lighting market n nview detail toc,0.0,neutral
2414,gst council meeting concluded finance corporate affairs minister nirmala sitharaman begins,0.0,neutral
2415,colombian government will sign mou indian council medical research icmr areas vaccine producti,0.0,neutral
2416,algorithm trained using federatedlearning turned highly accurate performance predicting clinical outcome,0.4000000000000001,positive
2417,crores counting n ncountry administered record number doses today target reach crore eod n n india covid,0.0,neutral
2418,blogalert n nglobal value chains gvcs will undergo drastic transformation post covid world n nhere s,0.0,neutral
2419,crore covid vaccinations friday n bankdeck n india covid covidvaccine covishield cova n,0.0,neutral
2420,sars cov virus causes covid spilled animals people multiple times n ommcomnews,0.0,neutral
2421,times covid remote pair programming become important learn,0.15000000000000002,positive
2422,hope cause sorrow never e ect anything anyone will never feel sad fridaymorning,-0.5,negative
2423,crores people vaccinated today humongous indian government leading fight covid f f f f,0.0,neutral
2424,eligible population kerala given st covid vaccine dose cm n n covid covidvaccine coronavirus,0.0,neutral
2425,tamilnadu covid day wise death cases details n ntotal deaths n n sep n sep n sep n sep,0.7,positive
2426,tamilnadu covid day wise discharged cases details n n total discharged n n sep n sep,0.35,positive
2427,covid brought calamity health economic front well troubles corporate sector n ncom,0.1,positive
2428,new market trends impacting growth electric scooter motorcycle market n nview detail toc,0.13636363636363635,positive
2429,india crosses europe total number covid vaccine doses administered npm ji set benc,0.0,neutral
2430,key findings fifth sero survey conducted bmc jurisdiction area announced covid antibodies f,0.0,neutral
2431,key findings fifth sero survey conducted bmc jurisdiction area announced covid antibodies f,0.0,neutral
2432,covid vaccinationdrive n bharat proudly celebrating happybdaymodiji f e f n mil grote always,0.8,positive
2433,world largest democracy india recorded crore vaccine single day n s world record sal,-0.07142857142857142,negative
2434,growth opportunities latent adjacency automotive data logger market n nview detail toc,0.0,neutral
2435,still going modihaitohmumkinhai vaccinationdrive india covid,0.0,neutral
2436,bmc says mumbaikars antibodies covid per th sero survey conducted bmc juris,0.0,neutral
2437,sep maharashtra covid update n nactive cases f d n nconfirmed f nrecovered f c,0.0,neutral
2438,patients test positive covid tamil nadu today september update n n corona,0.22727272727272727,positive
2439,union health minister mansukh mandaviya repeated misleading claim sabko vaccine muft vaccine free vaccine,0.4,positive
2440,upcoming trends technologies baggage handling system market n nview detail toc,0.0,neutral
2441,tamilnadu covid sep n n tn n n total cases n n today s discharged n n today s,0.0,neutral
2442,key technologies present mining machinery industry n nview detail toc,0.0,neutral
2443,good evening friends f nkese ho aap n vaccination covid,0.7,positive
2444,mahendrasinghdhoni friday urged people take vaccine coronavirus continue wear masks p,0.0,neutral
2445,d f f d f d f e d c d d d d e d f d d c d c d d d e d d d d c d e d c d d d d d c d d d d d d c d d e d d d d d d d d d d d d d c d e d d d c d d d e d d d e d d d d f f d f d d c d c d d d d d d d d d d e d c d d d d n n largestvaccinedrive,0.0,neutral
2446,aiims director randeep guleria said ne two three months crucial terms preventive strategies,0.0,neutral
2447,datamanagement important part fight covid n n kerala now re constituted committee t,0.4,positive
2448,mizoram e ended ongoing partial lockdown aizawl certain covid related restrictions parts,0.03809523809523809,positive
2449,think profitable businesses invest even volatile times particularly certain startup,0.21428571428571427,positive
2450,spectacular real time updated website covid vaccination count check cowin website nlin,0.4,positive
2451,lakh doses covishield vaccines arrived chennai airport today evening pune maharashtra,0.0,neutral
2452,world s largestvaccinedrive breaking records strengthening india s fight covid n n f crore people vacc,0.0,neutral
2453,congratulations india creating new world record million vaccination doses single day birthday,0.032467532467532464,positive
2454,outstanding effort health workers n nall healthcare workers well done india f e f union health minister,0.5,positive
2455,doctors sir ganga ram hospital sgrh friday reported five cases gallbladder gangrene among people t,0.0,neutral
2456,improve lung health covid n nread food diet,0.0,neutral
2457,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2458,indiainflation path shifting favourably hoped rbi n indianeconomy foodprices fuelprice,0.0,neutral
2459,world s largestvaccinedrive breaking records strengthening india s fight covid n n f crore people vacc,0.0,neutral
2460,news flu vaccine times covid crisis important dak n n health newsupdates newsalert,0.4,positive
2461,india administered crore vaccine doses single day congratulations india doctors nurses,-0.07142857142857142,negative
2462,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2463,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2464,kerala records new covid cases samples sent testing past hours test po,-0.05681818181818182,negative
2465,crore vaccinations day unbelievable congratulations thanks corona warriors nof course,-0.024999999999999994,negative
2466,,0.0,neutral
2467,sun still set pm terrace nand vaccination numbers crossed crores nlandmark day,0.0,neutral
2468,vaccine available saturday vaccine covid,0.4,positive
2469,fully vaccinated covid today e end thanks dr ajay mahavar s n brilliant team facilita,0.55,positive
2470,f bregional assamese evening news n f hours f f f covid n n covid e d d f c d c d,0.0,neutral
2471,guinea declares end marburg virus outbreak n n marburg virus covid coronavirus ebola n,0.0,neutral
2472,sep jammuandkashmir covid update n nactive cases f n ntpr c n nrr f cfr f f,0.0,neutral
2473,congratulations india nover cr doses covid vaccine administered people country far,0.1,positive
2474,total number covidvaccine doses administered india crossed crore covid coronavirus,0.0,neutral
2475,pakistan safe foreign investors visitors players nplease avoid visiting pakistan n pakistanisnotsafe,0.1875,positive
2476,said done truly great achievement congratulations govt citizens came,0.8,positive
2477,annual secretary general s report reveals world tested limit indiablooms first portal digital new,0.1090909090909091,positive
2478,th september india reported crore vaccinations pm n nmore crore people vaccinated single da,-0.07142857142857142,negative
2479,interesting take origins covid,0.5,positive
2480,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2481,banegaswasthindia celebrate pm narendra modi s birthday today india vaccinated crore,0.0,neutral
2482,beautiful d f f vaccinationdrive covid indiafightscorona,0.85,positive
2483,newzealands australia taiwan belgium s number covid vaccine doses injected,0.0,neutral
2484,africa faces million covid vaccine shortfall year indiablooms first portal digital news manageme,0.125,positive
2485,covid update cuttack district nnew ve cases reported ncmc nrural amp ulbs nother,0.0,neutral
2486,best gift narendra modi sir n happybdaymodiji n n india n covid,1.0,positive
2487,gstcouncilmeeting live press briefing delayed tax concession covid drugs reviewed n,0.13636363636363635,positive
2488,bangladesh registers new deaths due covid indiablooms first portal digital news management,0.06534090909090909,positive
2489,update newly detected covid cases last n hrs bmc area n th september till,0.06818181818181818,positive
2490,video press conference held us senators viewed tens thousands times facebook youtu,0.0,neutral
2491,congratulations india s cr amp still counting wish happybdaymodiji happens twice every month n covid,0.0,neutral
2492,india breaks previous vaccination records n f e f f e f f e f nunder pm shri ji today crore,-0.16666666666666666,negative
2493,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2494,crores vaccination done one day nentire australia single day nthis huge f f awesome f f f c vaccinationdrive covid,0.4428571428571429,positive
2495,e d f d f c c e f n unemployment dangerous covid pandemic nemployment right youn,-0.15714285714285714,negative
2496,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2497,covid cases remains nagpur district covid,0.0,neutral
2498,f e f f e f f e f f e f well done india n narendramodi covid,0.0,neutral
2499,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2500,difference n n crore covid vaccination done n nc celebrating unemployed day us ias ips,0.0,neutral
2501,lakh private school students telangana moved govt schools,0.0,neutral
2502,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2503,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2504,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2505,india breaks previous vaccination records n nunder pm shri ji today crore covid va,-0.16666666666666666,negative
2506,kerala covid cases today cases,0.0,neutral
2507,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hosp,0.0,neutral
2508,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hospi,0.0,neutral
2509,covid climateaction twt learn s agenda busiest week diplomati,0.0,neutral
2510,capital city andaman amp nicobar portblair entryway rich e anse beauty serenity,0.375,positive
